1 3 3 3 4 5 7 8 9 25 26 29 30 31 31 31 

300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120 

1300 1560 1560 1560 1800 1800 1040 650 600 195 390 720 900 227 260 720 

1000 1200 1200 1200 1500 1500 800 500 500 150 300 600 750 175 200 600 

0  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  0  
0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  
0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  
0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  0  
0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  
0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  

0	0	0	0	0	0	0	540.574	301.169	400.228	416.375	378.585	374.671	301.169	301.169	301.169	301.169	435.12	449.057	301.169	0	0	0	0	
0	0	0	0	0	0	361.938	361.938	652.137	660	660	660	660	660	660	491.312	361.938	660	660	660	361.938	361.938	0	0	
0	0	0	0	0	0	361.938	361.938	361.938	614.766	660	660	660	660	622.32	660	660	660	660	639.472	450.203	361.938	0	0	
0	0	0	0	0	0	361.938	361.938	660	660	660	660	660	627.744	361.938	361.938	591.683	660	660	361.938	361.938	0	0	0	
1000	600	600	302.025	391.335	1197.27	900	1200	1200	1344.5	1200	1249.41	1200	1200	1200	1200	1200	1344.85	1200	1200	900	900	900	633	
1000	567	362	550.975	901.665	900	1022.05	1084.78	1200	1201.53	1449.61	1500	1463.71	1200	1200	1200	1200	1200	1349.9	1200	1200	900	1013	900	
0	0	0	0	0	0	0	0	241.308	241.308	338.418	430.675	353.345	241.308	241.308	241.308	241.308	241.308	241.308	241.308	0	0	0	0	
0	0	0	0	0	0	150.551	316.667	316.667	483.333	483.333	588.334	483.333	316.667	316.667	316.667	316.667	483.333	483.333	316.667	150.551	0	0	0	
0	0	0	0	0	0	208.081	266.667	433.333	433.333	589.262	600	566.942	433.333	352.772	266.667	392.409	472.828	572.927	433.333	187.043	100.56	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	150.726	337.5	337.5	525	525	525	525	525	525	525	376.114	525	541.556	588.475	525	337.5	194.563	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	207.448	320	320	320	320	294.779	120.826	120.826	120.826	320	320	251.113	120.826	0	0	0	
