2716.72	2694.48	2687.36	2676.96	2666.16	2654.88	2661.6	2645.76	2628.4	2622.4	2630.72	2625.76	2615.6	2617.84	2609.12	2611.28	2609.12	2621.2	2625.04	2619.92	2632.24	2646	2669.44	2681.44	2747.68	2794.96	2836.24	2851.52	2883.84	2876.08	2879.04	2810.56	2792.24	2806.96	2792.96	2752.24	2727.04	2696.96	2692.88	2663.92	2659.2	2634.8	2631.76	2637.84	2650.08	2659.52	2676.88	2650.24	2629.76	2593.12	2551.76	2545.92	2517.92	2516.8	2514	2529.2	2538.4	2555.44	2567.76	2574.88	2583.76	2593.84	2615.2	2631.12	2681.44	2707.36	2754.24	2790.32	2832.08	2856.32	2890.32	2902.8	2908.24	2894.56	2895.92	2927.04	2956.56	2975.6	2967.84	2941.44	2936.64	2931.68	2918.96	2899.92	2884.8	2857.44	2822.48	2804.72	2786.72	2737.04	2740.72	2710.72	2718.88	2700.96	2691.84	2670.88

35	34	33	31	30	29	27	26	25	24	22	21	20	19	17	14	11	9	7	6	6	6	6	6	6	6	6	5	5	5	5	5	6	6	8	10	13	15	16	16	16	16	15	15	16	16	17	19	19	19	19	20	20	21	21	22	23	23	23	24	24	24	24	24	23	23	22	21	20	19	18	17	17	16	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	26
41	39	38	36	33	30	28	25	24	22	21	19	16	13	12	11	11	11	12	12	12	11	11	10	8	4	3	3	3	4	5	7	8	7	9	9	10	11	12	11	12	12	12	12	12	12	12	15	15	15	16	16	17	18	20	24	27	28	28	28	28	27	26	26	25	23	22	21	20	19	18	17	16	16	15	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	30
30	28	27	25	24	23	22	21	20	19	18	17	15	14	12	10	9	8	7	6	6	6	7	8	11	13	13	14	17	19	23	26	28	26	28	28	29	30	32	29	29	30	28	28	28	25	22	21	21	20	21	23	25	27	30	32	34	36	38	39	40	40	40	40	40	38	37	36	34	31	28	26	23	21	18	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	23
19	19	19	20	20	20	21	21	21	21	20	20	20	19	19	19	19	19	20	20	20	20	19	19	20	20	20	20	20	20	19	19	18	16	18	18	19	19	20	17	17	18	17	19	21	21	21	24	25	25	24	24	24	23	23	22	22	21	21	20	20	19	19	18	18	17	17	16	15	15	14	13	12	11	10	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14
17	17	18	18	20	20	21	21	20	20	20	19	19	19	19	18	18	16	15	13	11	9	7	7	6	7	7	7	7	7	7	7	8	8	9	10	11	12	13	12	12	11	11	12	13	14	14	17	18	18	19	20	20	20	20	21	20	20	20	20	19	19	19	18	18	17	17	17	16	16	16	16	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9
4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	3	3	3	3	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2
47	53	55	55	57	59	59	60	60	60	60	60	60	60	59	58	57	56	53	49	40	26	18	14	13	12	12	12	12	12	12	12	13	12	12	12	11	9	8	6	6	5	5	5	5	5	7	11	10	13	15	19	22	26	29	31	33	33	33	33	33	32	31	30	28	26	24	22	20	17	15	14	14	14	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	40
13	13	13	13	15	16	17	18	18	19	19	20	20	21	21	22	23	23	24	24	25	25	25	24	24	23	22	22	22	22	23	24	25	25	28	29	29	28	27	22	21	20	17	19	19	20	20	23	24	24	24	25	25	24	24	24	24	23	23	22	22	21	21	20	19	19	18	18	17	16	16	15	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	8
52	47	41	36	32	31	29	27	23	19	17	14	13	12	11	11	10	11	11	12	12	12	12	12	12	13	14	16	18	19	22	24	25	22	23	22	20	16	13	10	7	7	6	6	7	7	8	12	12	13	14	15	15	15	15	15	14	14	13	12	11	11	10	10	9	9	9	8	8	8	7	7	6	5	4	4	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	2
18	18	18	18	18	18	18	18	19	22	26	30	32	33	33	34	33	32	32	31	31	31	29	27	26	28	28	27	27	27	28	28	29	28	32	33	34	35	36	32	32	32	29	32	34	33	33	35	38	37	37	36	35	35	35	34	34	33	33	33	32	31	31	30	29	29	28	28	27	27	27	26	26	25	23	23	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	13
0	4	11	19	25	28	29	29	29	29	30	31	31	31	31	32	32	31	31	30	31	32	33	33	33	33	33	33	34	36	37	37	35	30	32	30	30	31	31	28	27	27	25	28	30	31	32	34	39	39	39	39	38	37	36	35	34	32	31	30	29	27	25	24	22	20	18	17	16	14	13	13	12	12	11	11	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	0
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	22	21	21	21	18	18	19	24	24	25	21	22	23	24	26	25	29	31	32	33	35	31	31	31	29	32	34	33	33	35	39	38	37	36	36	35	35	35	34	34	33	33	32	31	30	29	29	28	27	26	26	26	26	25	25	25	25	26	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
46	42	40	38	36	34	31	30	28	26	24	22	22	54	41	10	2	9	12	17	21	23	25	26	29	32	35	38	42	45	48	51	54	53	62	66	69	71	72	63	61	59	55	59	65	68	70	69	72	71	77	86	91	91	91	89	87	85	83	81	78	76	73	70	68	65	63	61	59	57	55	54	53	52	51	50	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	36
29	30	31	33	35	37	39	41	43	45	46	48	48	45	41	35	30	26	24	22	21	20	20	19	19	19	19	19	19	19	19	19	19	17	19	18	18	17	17	14	12	12	11	11	11	10	11	13	12	12	12	13	13	14	15	15	16	17	18	19	21	22	23	24	24	25	25	25	25	24	24	23	22	22	21	20	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	19
34	34	34	34	34	34	34	34	33	32	32	31	29	27	25	24	23	24	26	27	28	28	28	27	27	26	26	26	25	25	26	26	26	25	28	29	29	29	29	24	22	21	18	18	18	16	16	17	17	17	17	17	17	17	18	18	18	18	18	19	19	20	20	20	21	21	21	22	22	22	22	22	22	22	21	19	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	24
38	39	38	36	31	24	20	17	16	15	14	14	13	14	14	13	13	13	13	13	13	13	13	12	12	12	11	11	10	10	10	9	9	8	10	10	10	10	10	9	8	8	8	10	10	10	12	14	13	13	13	13	13	14	14	14	15	15	15	16	16	17	17	17	18	18	19	19	19	19	19	20	20	19	19	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	26
15	15	15	16	16	16	16	16	17	18	21	25	30	31	29	8	7	7	6	6	5	5	4	4	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	4	4	4	3	3	3	3	4	4	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
29	31	33	34	35	35	35	34	33	31	29	27	25	22	17	12	9	8	7	6	5	5	5	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	4	3	4	4	4	5	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	19
23	23	24	24	24	24	24	23	23	22	21	19	18	15	11	8	6	5	4	4	4	4	5	5	5	6	6	6	6	6	6	6	6	5	7	7	7	7	7	6	6	6	5	6	6	6	7	9	7	7	7	7	8	9	10	11	12	12	12	11	10	9	9	9	9	9	9	9	8	8	8	7	6	4	4	4	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
18	18	19	19	22	22	22	22	25	27	28	29	30	29	27	25	24	24	24	24	24	23	22	21	21	20	22	29	29	30	31	32	32	29	30	29	28	29	29	26	26	27	26	29	33	34	36	39	44	44	43	41	39	37	36	34	33	32	30	28	26	23	20	19	18	17	16	16	15	15	15	14	14	14	14	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	11
63	62	60	59	65	65	66	66	66	66	65	64	64	63	62	60	59	58	56	54	53	53	52	51	50	47	45	42	38	34	30	26	22	16	14	11	9	8	7	5	5	5	5	5	6	6	7	11	10	10	10	11	11	11	11	12	12	12	12	12	12	11	11	11	11	11	11	11	11	10	10	10	10	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	37
129	135	142	148	146	147	148	148	148	147	145	142	138	133	126	120	112	105	98	91	84	77	71	65	60	56	52	47	44	40	36	32	28	23	22	19	16	15	14	10	10	10	9	10	10	11	12	16	16	17	18	19	19	19	20	20	21	21	22	22	23	24	24	25	26	26	27	27	28	27	27	27	27	26	26	26	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	91

373	354	354	361	363	350	346	350	351	360	357	348	349	350	366	354	395	393	401	409	416	407	419	429	420	437	449	457	427	409	388	369	390	408	399	373	377	371	347	340	345	355	352	342	328	329	342	344	369	377	373	358	356	351	342	334	336	351	354	361	353	351	340	346	325	336	339	349	419	435	498	525	477	458	464	480	455	456	461	485	502	511	506	488	397	397	412	326	332	326	318	336	360	352	341	328
373	354	354	361	363	350	346	350	351	360	357	348	349	350	366	354	395	393	401	409	416	407	419	429	420	437	449	457	427	409	388	369	390	408	399	373	377	371	347	340	345	355	352	342	328	329	342	344	369	377	373	358	356	351	342	334	336	351	354	361	353	351	340	346	325	336	339	349	419	435	498	525	477	458	464	480	455	456	461	485	502	511	506	488	397	397	412	326	332	326	318	336	360	352	341	328
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	354	354	361	363	350	346	350	351	360	357	348	349	350	366	354	395	393	401	409	416	407	419	429	420	437	449	457	427	409	388	369	390	408	399	373	377	371	347	340	345	355	352	342	328	329	342	344	369	377	373	358	356	351	342	334	336	351	354	361	353	351	340	346	325	336	339	349	419	435	498	525	477	458	464	480	455	456	461	485	502	511	506	488	397	397	412	326	332	326	318	336	360	352	341	328
373	354	354	361	363	350	346	350	351	360	357	348	349	350	366	354	395	393	401	409	416	407	419	429	420	437	449	457	427	409	388	369	390	408	399	373	377	371	347	340	345	355	352	342	328	329	342	344	369	377	373	358	356	351	342	334	336	351	354	361	353	351	340	346	325	336	339	349	419	435	498	525	477	458	464	480	455	456	461	485	502	511	506	488	397	397	412	326	332	326	318	336	360	352	341	328
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	100	110	110	110	110	130	140	140	140	140	160	160	160	160	180	140	140	140	140	140	140	140	140	140	120	140	140	200	200	200	200	200	200	160	120	120	120	120	120	120	120	120	120	80	80	80	80	160	200	220	200	220	220	220	220	220	220	220	220	220	220	220	220	220	220	200	200	200	200	200	200	200	200	200	200	200	200	160	120
90	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	100	110	110	110	110	130	140	140	140	140	160	160	160	160	180	140	140	140	140	140	140	140	140	140	120	140	140	200	200	200	200	200	200	160	120	120	120	120	120	120	120	120	120	80	80	80	80	160	200	220	200	220	220	220	220	220	220	220	220	220	220	220	220	220	220	200	200	200	200	200	200	200	200	200	200	200	200	160	120
90	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	100	110	110	110	110	130	140	140	140	140	160	160	160	160	180	140	140	140	140	140	140	140	140	140	120	140	140	200	200	200	200	200	200	160	120	120	120	120	120	120	120	120	120	80	80	80	80	160	200	220	200	220	220	220	220	220	220	220	220	220	220	220	220	220	220	200	200	200	200	200	200	200	200	200	200	200	200	160	120
90	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	100	110	110	110	110	130	140	140	140	140	160	160	160	160	180	140	140	140	140	140	140	140	140	140	120	140	140	200	200	200	200	200	200	160	120	120	120	120	120	120	120	120	120	80	80	80	80	160	200	220	200	220	220	220	220	220	220	220	220	220	220	220	220	220	220	200	200	200	200	200	200	200	200	200	200	200	200	160	120
